Job ID,Title,Company,Location,Category,Subcategory,Function,Type,Level,Min Salary,Max Salary,Salary Negotiation,Min Experience,Max Experience,Fresh Graduate,SMA/SMK/STM,Diploma/D1/D2/D3,Sarjana/S1,Master/S2,Doctor/S3,Posted Date,Description,Skill_Set,Link
13743293,Sales Marketing,PT Global Indah Anugerah,Jakarta Utara,Sales / Penjualan,Pengembangan Bisnis,Sales Lapangan,Full Time,Junior / Entry Level,3000000,4000000,0,1,2,0,1,1,0,0,0,2025-06-18 18:34:19,"PT Global Indah Anugerah membuka kesempatan bagi individu yang aktif, komunikatif, dan memiliki semangat tinggi untuk bergabung sebagai Sales. Posisi ini bertanggung jawab untuk menjalin hubungan dengan pelanggan, menawarkan produk perusahaan, dan mencapai target penjualan yang telah ditetapkan.

Tanggung Jawab Pekerjaan :
1. Mencapai dan melampaui target penjualan
2. Melaporkan dan menganalisis kinerja penjualan
3. Melakukan kunjungan ke pelanggan maupun calon pelanggan secara rutin
4. Membina hubungan baik dengan pelanggan
5. Aktif dan turut serta dalam aktifitas penjualan

Keahlian :
1. Bertutur kata Bahasa Indonesia yang cakap dan baik
2. Percaya diri dalam berinteraksi/berbicara
3. Memiliki pengetahuan umum yang memadai
4. Menyukai tantangan dan orientasi pada target

Kualifikasi :
1. Minimal Pend. SMK / Sederajat
2. Memiliki pengalaman di bidang penjualan

Tunjangan :
Uang makan

Insentif :
Bonus penjualan","['Indonesian Words', 'Interactingspeaking', 'Adequate General Knowledge', 'Challenges', 'Orientation', 'Targets']",https://www.loker.id/penjualan/pengembangan-bisnis/sales-marketing-pt-global-indah-anugerah-jakarta-utara.html
12019929,Staff Accounting,PT Wira Niaga,Jakarta Barat,Akuntansi,Akuntansi Finansial,Staff Accounting,Full Time,Junior / Entry Level,5000000,6000000,0,3,5,0,0,0,1,0,0,2025-06-18 18:10:03,"Perusahaan perdagangan yang bergerak di bidang distribusi barang tehnik untuk industri petrochemical, minyak dan gas bumi , membuka lowongan untuk tenaga kerja profesional untuk Posisi Staff Accounting, yang berdedikasi dan bertanggungjawab, untuk bergabung dengan kami.

Tanggung Jawab Pekerjaan :
1. Bertanggung Jawab untuk Laporan Keuangan Perusahaan
2. Bertanggung Jawab untuk Laporan Pajak Perusahaan
3. Bertanggung Jawab untuk Laporan Pengeluaran Kas perusahaan
4. Memeriksa Laporan Kas Kecil dan administrasi keuangan lainnya.

Keahlian :
1. Menguasai Excel
2. Menguasai aplikasi perpajakan dan pelaporan pajak perusahaan.

Kualifikasi :
1. Pendidikan minimal S1Jurusan Akuntansi/Perpajakan.
2. Bersedia untuk ditempatkan di kantor Jakarta Barat.
3. Berpengalaman di bidang yang sama , min. 4 thn.

Waktu Bekerja :
Hari kerja : Senin – Jumat , pukul : 08.30 – 17.30

Tunjangan :
-Tunjangan Makan","['Excel', 'Taxation Applications', 'Company Tax Reporting']",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-accounting-pt-wira-niaga-jakarta-barat.html
14905404,Sales Admin,PT Mega Pericom,Jakarta Pusat,Administrasi,Administrasi Penjualan,Admin Sales,Full Time,Junior / Entry Level,,,1,1,2,0,1,1,0,0,0,2025-06-18 18:05:38,"Kami membuka kesempatan bagi Anda yang teliti, komunikatif, dan terbiasa bekerja dengan sistem administrasi penjualan untuk bergabung sebagai Sales Admin di PT Mega Pericom Nusantara.

Tanggung Jawab Pekerjaan :
- Menangani administrasi terkait proses penjualan secara menyeluruh.
- Mendukung tim sales dalam mengelola data penjualan dan pesanan pelanggan.
- Melakukan tindak lanjut (follow up) terhadap pelanggan secara berkala.
- Membantu operasional penjualan melalui marketplace dan platform digital.

Keahlian :
- Mampu mengoperasikan Microsoft Word dan email.
- Terbiasa menggunakan media sosial serta platform marketplace (Tokopedia, Shopee, dll).
- Komunikatif dan memiliki inisiatif tinggi dalam bekerja.

Kualifikasi :
- Pendidikan minimal SMA/SMK atau sederajat.
- Berdomisili di Jakarta.
- Memiliki pengalaman di bidang administrasi penjualan atau posisi serupa.
- Teliti, rapi dalam dokumentasi, dan mampu bekerja secara mandiri maupun dalam tim.

Waktu Bekerja :
Senin - Jumat, 09.00 - 17.00","['Microsoft Word', 'Email', 'Social Media', 'Tokopedia', 'Shopee', 'High Initiative', 'Work']",https://www.loker.id/administrasi/administrasi-penjualan/sales-admin-pt-mega-pericom-jakarta-pusat.html
14123673,Staf Marketing,PT Mega Pericom,Jakarta Pusat,Sales / Penjualan,Telemarketing / Telesales,Telesales,Full Time,Junior / Entry Level,3000000,4000000,0,1,2,0,1,1,1,0,0,2025-06-18 18:03:39,"Kami, PT MEGA PERICOM NUSANTARA Kami adalah perusahaan yang bergerak di bidang hardware dan software teknologi informasi (computer and peripherals) yang berlokasi di Jakarta Pusat, membuka kesempatan bagi Anda yang bersemangat dalam dunia penjualan untuk bergabung bersama tim kami sebagai Telesales & Online Sales.

Tanggung Jawab Pekerjaan :
Melakukan penjualan melalui telepon dan platform online guna mencapai target yang ditetapkan.
- Menjalin komunikasi efektif dengan pelanggan: mulai dari pendekatan, penawaran produk, hingga proses penutupan penjualan (closing).
- Menerima dan memproses pesanan (order taking).
- Melakukan tindak lanjut kepada pelanggan sebelum dan sesudah penjualan (pre-sales & post-sales).
- Diutamakan yang memiliki pengalaman dan pemahaman dalam penjualan melalui marketplace (Shopee, Tokopedia, dsb).
- Bertanggung jawab atas aktivitas lain yang berhubungan dengan kegiatan pemasaran dan penjualan.

Keahlian :
- Mampu mengoperasikan Microsoft Word dan Excel.
- Terbiasa menggunakan Gmail dan aplikasi penunjang kerja lainnya (seperti Adobe Acrobat).
- Menguasai penggunaan platform eCommerce/marketplace.

Kualifikasi :
- Pendidikan minimal SMA/SMK atau sederajat.
- Berdomisili di wilayah Jakarta.
- Memiliki pengalaman di bidang telesales, online sales, atau telemarketing.
- Komunikatif, proaktif, dan berorientasi pada target.

Waktu Bekerja :
8.30 sd 18.30 Senin-Jumat

Insentif :
Komisi / bonus","['Microsoft Word', 'Excel', 'Gmail', 'Work Support Applications', 'Adobe Acrobat', 'Use', 'Ecommercemarketplace Platform']",https://www.loker.id/penjualan/telemarketing-telesales/staf-marketing-pt-mega-pericom-jakarta-pusat.html
10750709,Draffter Engineering,PT Megaland Indo Perkasa,Jakarta Utara,Teknik,Teknik Sipil / Struktural,Teknik Sipil / Struktural,Contract,Supervisor / Coordinator,,,1,1,5,0,0,0,1,0,0,2025-06-18 18:01:16,"Pt. Megaland Indo Perkasa membuka lowongan kerja untuk mengisi posisi sebagai draffter yang akan bertugas dalam mendesign, menghitung, menganalisa struktur, meliputi project planning, construction reviewing, project management, monitoring, scheduling utk project residential, commercial housing; hight rise building ( perencanaan, membuat gambar krj, penjadwalan kerja, RAB, pengawasan kualitas konstruksi, membuat laporan)

Tanggung Jawab Pekerjaan :
Membuat gambar teknik 2D dan 3D menggunakan perangkat lunak CAD (Computer-Aided Design) seperti AutoCAD, SolidWorks, dan lainnya.
Mengubah sketsa, ide, dan spesifikasi teknis menjadi gambar yang detail dan akurat.
Menyiapkan gambar untuk berbagai tujuan, seperti gambar untuk konstruksi, manufaktur, perakitan, atau presentasi.
Memastikan gambar sesuai dengan standar, kode, dan peraturan yang berlaku.
Melakukan revisi gambar berdasarkan masukan dari insinyur atau klien.
Berkoordinasi dengan tim proyek untuk memastikan gambar terintegrasi dengan baik dalam proyek.
Membuat daftar material atau bill of quantities (BOQ) berdasarkan gambar.
Melakukan pengecekan kualitas gambar dan memastikan akurasi detail.
Drafter juga bisa terlibat dalam pemilihan material dan metode konstruksi berdasarkan gambar.

Keahlian :
Menguasai auto cad, sipil 3D, sketchup, etabs, Sap2000

Kualifikasi :
Pendidikan min S1 teknik sipil
Pengalaman kerja min 2th dibidang perumahan, hight rise building
Pengalaman design infrastruktur,
menguasai gambar kerja, menghitung struktur
Diutamakan menguasai elevasi ketinggian tanah

Waktu Bekerja :
senin - sabtu

Tunjangan :
uang makan, transport, tunjangan jabatan","['Mastering Auto Cad', '3D Civil', 'Sketchup', 'Etabs', 'Sap2000']",https://www.loker.id/teknik/sipil/draffter-engineering-pt-megaland-indo-perkasa-jakarta-utara.html
14622241,Electrical Engineering,PT Energi Agung Sentosa,Jakarta Timur,Teknik,Teknik Elektro / Elektronika,Teknisi Listrik,Contract,Junior / Entry Level,,,1,1,2,0,1,1,0,0,0,2025-06-18 18:00:52,"PT. Energi Agung Sentosa adalah perusahaan yang bergerak di bidang mekanikal, elektrikal, engineering, serta layanan maintenance dan pengadaan modul. Kami membuka peluang bagi profesional di bidang kelistrikan untuk bergabung dalam tim kami sebagai Electrical Engineer.

Tanggung Jawab Pekerjaan :
Melakukan pemasangan, perawatan, dan perbaikan panel listrik.
Melaksanakan wiring control panel sesuai skema dan standar yang berlaku.
Mengidentifikasi dan menyelesaikan masalah kelistrikan di site maupun workshop.
Menjalankan prosedur operasional standar (SOP) di lokasi kerja.
Membuat laporan kerja terkait kegiatan instalasi dan maintenance.

Keahlian :
Paham dasar kelistrikan, Menguasai wiring control panel, Paham terkait panel kelistrikan

Kualifikasi :
1. Pengalaman minimal 1 tahun
2. Proses pengerjaan atau SOP disesuaikan dengan di site atau workshop
3. Bersedia ditempatkan di Luar Kota

Waktu Bekerja :
jam 09.00 s/d 18.00","['Basic Electricity Understanding', 'Wiring Control Panel', 'Understanding', 'Electricity Panels']",https://www.loker.id/teknik/elektro/electrical-engineering-pt-energi-agung-sentosa-jakarta-timur.html
15430317,Personal Assistant / Secretary,PT Pancarona Mitra Abadi,Bandung Kota,Administrasi,Asisten Pribadi & Sekretaris,Personal Assistant,Full Time,Staff / Officer,,,1,1,10,1,0,1,1,1,0,2025-06-18 17:50:29,"PT PANCARONA MITRA ABADI merupakan perusahaan yang bergerak di industri  Jasa Konstruksi dan Bangunan. Kami saat ini sedang membutuhkan Staf yang betugas untuk mengurus segala kebutuhan umum Perusahaan.

Tanggung Jawab Pekerjaan :
Membantu Pengurus Inti Perusahaan dalam menjalankan tugas sehari-hari, baik terkait pekerjaan maupun urusan pribadi. Dan bertanggung jawab untuk mengelola jadwal, mengatur pertemuan, mengurus administrasi, dan memberikan dukungan lainnya agar atasan dapat fokus pada tugas inti.

Keahlian :
kemampuan organisasi dan manajemen waktu, komunikasi yang efektif, serta kemampuan dalam mengoperasikan software terkait pekerjaan. Selain itu juga perlu memiliki sifat proaktif, detail, dapat diandalkan, fleksibel, dan menjaga kerahasiaan perusahaan.

Kualifikasi :
Memiliki kemampuan komunikasi yang baik dan sopan
Mampu mengatur waktu dengan efektif dan bekerja secara mandiri maupun dalam tim
Terampil menggunakan perangkat lunak perkantoran (Word, Excel, Email, dll.)
Teliti, proaktif, fleksibel, dan dapat dipercaya
Menjaga etika kerja serta kerahasiaan informasi perusahaan

Waktu Bekerja :
Negotiabel","['Ability', 'Organizations', 'Time Management', 'Effective Communication', 'Ability', 'Job Related Software', 'Proactive Detailed Reliable Flexible Flexible Nature', 'Confidentiality', 'Company']",https://www.loker.id/administrasi/asisten-pribadi/personal-assistant-secretary-pt-pancarona-mitra-abadi-bandung-kota.html
15663049,Marketing Associate,PT Metalindo Multiperkasa,Bandung Kota,Marketing / Pemasaran,,Marketing Executive,Full Time,Junior / Entry Level,,,1,1,2,0,1,1,1,0,0,2025-06-18 17:04:19,"Kami mencari seorang Marketing Associate yang proaktif dan berorientasi pada hasil untuk mempromosikan produk kami, membangun hubungan yang kuat dengan pelanggan, dan mendukung inisiatif penjualan. Peran ini sangat cocok bagi individu yang memiliki semangat dalam bidang penjualan dan komunikasi serta memiliki ambisi untuk berkembang dalam lingkungan yang dinamis.

Tanggung Jawab Pekerjaan :
- Mencari dan menghubungi calon pelanggan (prospecting).
- Menawarkan dan menjelaskan produk/layanan kepada pelanggan.
- Melakukan presentasi penjualan, baik secara tatap muka, telepon, atau online.
- Menjaga hubungan baik dengan pelanggan lama dan baru (customer relationship).
- Memahami produk perusahaan secara menyeluruh.
- Melakukan follow-up atas penawaran atau negosiasi.
- Menangani keluhan atau pertanyaan dari pelanggan.
- Bekerja sama dengan tim marketing untuk promosi.
- Memenuhi atau melampaui target penjualan yang ditetapkan.

Keahlian :
- Pengetahuan produk.
- Komunikasi yang efektif.
- Negosiasi strategis.

Kualifikasi :
- Pendidikan minimal SMA/SMK.
- Memiliki pengalaman kerja minimal 1 tahun di bidang terkait.
- Berdomisili di Area Jawa Barat.
- Wajib memiliki kendaraan pribadi (motor atau mobil).","['Product Knowledge', 'Effective Communication', 'Strategic Negotiations']",https://www.loker.id/pemasaran/marketing-associate-pt-metalindo-multiperkasa-bandung-kota.html
2532412,Guru SD,Yayasan Fajar Hidayah,Bogor,Pendidikan Dan Pelatihan,Guru Pendidikan Dasar,Guru Kelas,Full Time,Junior / Entry Level,2000000,3000000,0,1,2,1,0,0,1,0,0,2025-06-18 16:55:08,"Sekolah Islam Terpadu Fajar Hidayah memberi lowongan untuk guru sd

Tanggung Jawab Pekerjaan :
- Memberikan pendidikan sesuai kurikulum sekolah
- Membuat bahan ajar
- Membuat penilaian peserta didik

Keahlian :
- Baca Quran
- Bahasa Arab/Inggris
- Komputer

Kualifikasi :
- Pendidikan minimal S1
- Fresh graduate silahkan melamar

Waktu Bekerja :
06.30 - 16.00

Tunjangan :
makan siang
training
pendidikan untuk anak kandung","['Quran', 'Arabicenglish', 'Computer']",https://www.loker.id/pendidikan-pelatihan/guru-pendidikan-dasar/guru-sd-yayasan-fajar-hidayah-bogor.html
15662843,Teknisi Fiber Optic,PT Mini Cendana Nam,Jakarta Barat,IT / Information Technology,Keamanan Siber & Jaringan,Teknisi Jaringan,Full Time,Staff / Officer,,,1,1,5,0,1,1,1,0,0,2025-06-18 16:52:41,"PT. Mini Cendana Nam adalah perusahaan perjalanan wisata yang kini memperluas kompetensi teknis dengan membangun infrastruktur digital yang mendukung layanan pelanggan—sehingga kami membuka peluang untuk Teknisi Fiber Optic berpengalaman untuk memperkuat tim teknis kami.

Tanggung Jawab Pekerjaan :
1. Menguasai dan mengelola jaringan fiber optic secara menyeluruh (end-to-end), termasuk cabling, OTB, splitter, dan penyambungan core optic.
2. Mengoperasikan perangkat ukur teknis seperti OTDR dan Light Source untuk pengujian dan troubleshooting.
3. Melakukan instalasi GPS (misalnya Garmin) untuk penandaan lokasi dan survei lapangan.
4. Bersedia bekerja di ketinggian, shifting, dan lembur; bersikap responsif, energik, dan proaktif.

Keahlian :
1. Mengerti dan memahami teknologi fiber optic
2. Bisa mengoperasikan alat ukur OTDR, Light Source
3. Memiliki sertifikat WAH, First Aid, dan Electrical (lebih disukai)
4. Memahami standar instalasi perangkat telekomunikasi.

Kualifikasi :
1. Min. Lulusan SMK jurusan TKJ atau S1 lulusan Teknik Telekomunikasi, Teknik Elektro, dan Teknik Komputer dan jaringan dipersilakan untuk melamar
2. Min. Pengalaman 1 tahun sebagai teknisi Optik
3. Diutamakan berdomisili di Jakarta
4. Bersedia kerja shifting dan lembur.

Waktu Bekerja :
Shifting","['Fiber Optic Technology', 'Otdr Measuring Devices', 'Light Source', 'Wah Aid Electrical Certificate', 'Standard', 'Installation', 'Telecommunications Devices']",https://www.loker.id/information-technology/keamanan-siber-jaringan/teknisi-fiber-optic-pt-mini-cendana-nam-jakarta-barat.html
11684961,Mandarin Teacher (Guru Mandarin),House Of Panda,Jakarta Barat,Pendidikan Dan Pelatihan,Tutor / Instruktur,Guru Bahasa Mandarin,Full Time,Junior / Entry Level,7000000,8000000,0,1,2,1,1,1,1,0,0,2025-06-18 16:51:35,"Anda seorang yang ahli dalam bahasa mandarin secara lisan, dan tulisan ? anda senang mengajar mandarin dengan suasana mengajar yang FUN ?
House of Panda® adalah Kursus Bahasa Mandarin dengan lebih dari 4 tahun berpengalaman di Jakarta Barat. House of Panda® percaya suasana mengajar yang FUN. Semangat Melayani adalah value kami untuk bekerja dengan hati.

Tanggung Jawab Pekerjaan :
* Mengajarkan mandarin kepada murid baik speaking, reading maupun listening
* Mempersiapkan bahan mengajar tambahan yang dibutuhkan untuk murid
* Memberikan Homework kepada murid jika diperlukan

Keahlian :
*Dapat berbahasa mandarin yang baik (baca, tulis, dan berbicara fasih) - Setara HSK 5
*Dapat bekerja menggunakan komputer (zoom dan ms. word)

Kualifikasi :
*Pendidikan SMK/ S1
*Sabar dan bertanggung jawab (mengajar anak kecil)
*Fresh graduated are welcome
*Kreatif & FUN dalam mengajar

Waktu Bekerja :
Senin – Jumat 13:00-20:00

Tunjangan :
- Training oleh House of Panda
- Annual Rewards Trip: Berdasarkan kinerja perusahaan
- Performance BONUS","['Mandarin', 'Hsk', 'Zoom Ms Computers', 'Word']",https://www.loker.id/pendidikan-pelatihan/tutor-instruktur/mandarin-teacher-guru-mandarin-house-of-panda-jakarta-barat.html
11143032,Staff Administrasi,PT Semesta Mandiri Transport,Jakarta Barat,Administrasi,Staf Admin,Filling Admin,Full Time,Junior / Entry Level,,,1,1,2,1,1,1,1,0,0,2025-06-18 16:50:48,"PT Semesta Mandiri Transport merupakan perusahaan yang bergerak di industri transportasi mencari staff administrasi full waktu, bertanggung jawab atas dokumen keluar masuknya barang.

Tanggung Jawab Pekerjaan :
1. Menginput data penjualan ke dalam sistem
2. Membuat laporan analisa penjualan
3. Follow up surat jalan
4. Membuat laporan keluar masuk barang

Keahlian :
- Menguasai komputer,MS Office & internet
- Mengerti satuan hitungan berat
- Mempunyai skill komunikasi yang baik

Kualifikasi :
- Penempatan Jakarta utara
- Fresh graduate silahkan melamar

Waktu Bekerja :
8.00 - 17.00 Senin-Sabtu

Tunjangan :
bpjs ketenagakerjaan dan kesehatan","['Computers', 'Unit', 'Weight Calculation', 'Good Communication Skills']",https://www.loker.id/administrasi/staf-admin/staff-administrasi-pt-semesta-mandiri-transport-jakarta-barat.html
15408333,Youtube Specialist (Youtube Expert),PT Spectrum Film,Jakarta Utara,Marketing / Pemasaran,Pemasaran Digital,Pemasaran Digital,Full Time,Junior / Entry Level,2000000,3000000,0,1,2,0,0,1,0,0,0,2025-06-18 16:47:46,"PT SPECTRUM FILM Kami mencari seorang Youtube Specialist (Youtube Expert) yang berbakat dan berdedikasi untuk mengelola dan mengembangkan kehadiran saluran YouTube kami. Kandidat yang ideal akan memiliki pemahaman mendalam tentang platform YouTube, algoritma, praktik terbaik, dan tren terkini. Tanggung jawab utama meliputi perencanaan konten, pembuatan strategi pertumbuhan, optimasi video, interaksi dengan komunitas, dan analisis kinerja.

Tanggung Jawab Pekerjaan :
* Mengembangkan dan melaksanakan strategi konten YouTube yang selaras dengan tujuan perusahaan/tim.
* Melakukan riset kata kunci dan tren untuk mengidentifikasi peluang konten yang menarik.
* Merencanakan, membuat konsep, dan menyusun kalender konten yang efektif.
* Mengoptimalkan judul video, deskripsi, tag, dan thumbnail untuk meningkatkan visibilitas dan jangkauan.
* Mengelola proses produksi video, termasuk berkolaborasi dengan tim produksi atau melakukan pengeditan dasar.
* Berinteraksi dengan komunitas YouTube melalui komentar, pesan, dan fitur komunitas lainnya.
* Menganalisis metrik dan kinerja saluran YouTube untuk mengidentifikasi area peningkatan dan melaporkan hasilnya.
* Mengikuti perkembangan terbaru dalam algoritma YouTube, fitur baru, dan praktik terbaik.
* Mengelola dan memelihara citra positif saluran YouTube.
* Berkolaborasi dengan tim pemasaran dan media sosial untuk mempromosikan konten YouTube di platform lain.

Keahlian :
* Pemahaman mendalam tentang algoritma YouTube, SEO YouTube, dan praktik terbaik.
* Kemampuan untuk melakukan riset kata kunci dan analisis tren yang efektif.
* Keterampilan menulis yang sangat baik untuk membuat judul, deskripsi, dan teks lainnya yang menarik.
* Kemampuan dasar dalam pengeditan video
* Mahir dalam Bahasa Indonesia dan Bahasa Inggris (lisan dan tulisan).

Kualifikasi :
* Pendidikan Diploma
* Pengalaman minimal 1 Tahun dalam mengelola dan mengembangkan saluran YouTube yang sukses.

Waktu Bekerja :
Senin - Jumat : 08.30 - 17.00 Sabtu 08.30 - 15.00","['Depth', 'Youtube Algorithm', 'Youtube Seo', 'Best Practice', 'Ability', 'Key Words', 'Effective Trend Analysis', 'Good Writing Skills', 'Interesting Titles', 'Descriptions', 'Texts', 'Basic Abilities', 'Video Editing', 'Indonesian', 'Oral Written English']",https://www.loker.id/pemasaran/pemasaran-digital/youtube-specialist-youtube-expert-pt-spectrum-film-jakarta-utara.html
14999637,HR Supervisor,PT Amreta Agro Lestari,Sukabumi,Human Resources,Manajemen SDM,Supervisor HRD,Contract,Supervisor / Coordinator,5000000,6000000,0,3,5,0,0,0,1,0,0,2025-06-18 16:45:15,"Sebagai HR Supervisor, tugas dan tanggung jawabnya mencakup berbagai aspek pengelolaan sumber daya manusia di perusahaan.

Tanggung Jawab Pekerjaan :
1. Mengawasi proses rekrutmen, termasuk pencarian kandidat, wawancara, dan seleksi. Berkoordinasi dengan manajer departemen untuk menentukan kebutuhan tenaga kerja. Memastikan pengalaman kandidat berjalan dengan baik dan sesuai dengan standar perusahaan.
2. Mengawasi administrasi kepegawaian, seperti kontrak kerja, absensi, dan cuti. Memastikan kebijakan dan prosedur HR dipatuhi oleh seluruh karyawan. Menangani keluhan atau permasalahan karyawan dan mencari solusi yang tepat.
3. Mengawasi proses penggajian dan memastikan keakuratannya. Mengelola tunjangan, bonus, dan benefit lain yang diberikan kepada karyawan.
4. Mengidentifikasi kebutuhan pelatihan bagi karyawan. Mengorganisir program pelatihan dan pengembangan keterampilan.
5. Mengawasi proses penilaian kinerja karyawan.

Keahlian :
Memahami proses HR seperti rekrutmen, pelatihan, evaluasi kinerja, dan pengelolaan karyawan.
Menguasai UU Ketenagakerjaan, peraturan BPJS, kontrak kerja, dan kebijakan perusahaan agar sesuai dengan regulasi.
Mampu mengelola payroll, tunjangan, absensi, dan sistem HRIS (Human Resource Information System).
Menyusun dan mengimplementasikan sistem penilaian kinerja karyawan secara objektif.

Kualifikasi :
Minimal S1 di bidang terkait dari jurusan Manajemen SDM, Psikologi, Hukum, atau Administrasi Bisnis.
Pengalaman kerja minimal 3–5 tahun di bidang HR, dengan pengalaman di posisi HR Officer atau HR Generalist sebelumnya.","['Hr Processes', 'Recruitment', 'Training', 'Performance Evaluation', 'Employee Management', 'Manpower Law', 'Bpjs Regulations', 'Employment Contracts', 'Company Policies', 'Accordance', 'Regulations', 'Payroll', 'Benefits', 'Attendance', 'Hris Human Resource Information System System', 'Employee Performance Appraisal Systems']",https://www.loker.id/human-resources/manajemen-sdm/hr-supervisor-pt-amreta-agro-lestari-sukabumi.html
6680825,Account Manager,PT Gifera Odo Technology,Jakarta Barat,Sales / Penjualan,Akun dan Relasi,Account Manager,Contract,Manager / Assistant Manager,,,1,1,5,0,0,1,1,1,0,2025-06-18 16:42:49,"PT. Gifera Odo Technology membuka lowongan kerja untuk posisi Account Manager. silahkan ajukan lamaran melalui website Loker.id apabila anda memiliki kriteria berikut

Tanggung Jawab Pekerjaan :
1. Melakukan penjualan
2. Membuat strategi pemasaran dan , publik speaking.
3.  Melakukan proses penjualan ( projek )
4. Assesment dan Survey Kebutuhan Customer dengan tepat, Mengidentifikasi “Need & Want”
5. Membangun banyak relasi, Mempertahankan Dan Meningkatkan Hubungan
6. Bertanggung jawab Dari Proses Penawaran, Negosiasi, Kontrak / Pengadaan, Hingga Penyelesaian Tagihan
7. Mencari Calon Pelanggan Baru Dan Peluang Bisnis Yang Potensial Dan Membuat Laporan Analisa Rutin Per 1 Bulan

Keahlian :
- Memiliki komunikasi yang baik ( Public Speaking )
- Mempunyai kemampuan  merancang proposal penjualan yang bagus
- Kemampuan berbahasa Inggris Aktif
- Menguasai Microsft office minimal 70 Persen
- Kemampuan bernegoisasi
- Kemampuan dan memiliki pengalaman dan relasi di  IT

Kualifikasi :
D3/ S-1 / S-2 Marketing / Pemasaran
Sudah memiliki pengalaman Min 2 Tahun ( Non Pengalaman tidak sarankan melamar )

Waktu Bekerja :
Jam 08:30 / 17:30, Senin sd Jumat

Tunjangan :
THR-BPJS DLL

Insentif :
Komisi Penjualan yang menarik","['Good Communication', 'Public Speaking', 'Ability', 'Good Sales Proposal', 'Active English Language Skills', 'Mastering Microsft Office', '70 Percent', 'Negotiation Ability', 'Ability', 'Experience', 'Relations']",https://www.loker.id/penjualan/akun-dan-relasi/account-manager-pt-gifera-odo-technology-jakarta-barat.html
15289425,Personal Assistant Direktur Utama,PT Wellma Konsultan Indonesia,Medan,Administrasi,Asisten Pribadi & Sekretaris,Personal Assistant,Full Time,Junior / Entry Level,3000000,4000000,0,1,5,0,0,0,1,0,0,2025-06-18 16:36:11,"PT. Wellma Konsultan Indonesia bergerak dibidang jasa konsultan keuangan, akuntansi, pajak dan digital aplikasi keuangan. Saat ini kami sedang mencari individu yang berdedikasi untuk bergabung dengan kami sebagai Personal Assistant (PA). Dalam peran ini, Anda akan menjadi rekan strategis yang mendukung eksekutif senior perusahaan dan memainkan peran penting dalam kelancaran operasional kantor. Posisi ini membutuhkan seseorang yang sangat terorganisir, responsif, dan mampu beradaptasi dengan lingkungan kerja yang dinamis.

Tanggung Jawab Pekerjaan :
•	Mengelola jadwal pertemuan, perjalanan, dan komitmen eksekutif senior secara efektif
•	Menyiapkan bahan presentasi, laporan, dan dokumen lainnya yang dibutuhkan
•	Bertindak sebagai titik kontak utama untuk komunikasi internal dan eksternal
•	Mengelola tugas administratif rutin seperti manajemen dokumen, penagihan, dan pengarsipan
•	Memberikan dukungan logistik untuk acara dan kegiatan perusahaan
•	Membantu melakukan pekerjaan konsultan terkait Data, pencatatan akuntansi dan jasa konsultasi lainnya.
•	Mempersiapkan Segala Keperluan Perjalanan Bisnis. Seperti Pemesanan Tiket, Survey Rekomendasi Hotel, Dsb
•	Mengurus Meeting Pimpinan Baik Ikut Rapat Pimpinan Dan Mencatat Hal Penting Terkait Jadwal, Isi Pembicaraan, dll
•	Membuat Laporan Pertanggung Jawaban Setiap Aktifitas
•	Membantu dalam proyek khusus sesuai kebutuhan

Keahlian :
•	Kemampuan dalam bidang Accounting, Finance, Tax, Excel, Data
•	Kemampuan berkomunikasi dengan baik, sopan dan beretika
•	Mahir dalam menggunakan aplikasi perkantoran seperti Microsoft Office
•	Memiliki kemampuan multitasking dan bekerja di bawah tekanan
•	Siap Bersedia mengikuti Atasan kemana saja

Kualifikasi :
•	Diutamakan S1 Akuntansi, S1 Komputer, S1 Komunikasi
•	Pengalaman minimum 1 tahun sebagai Asisten Pribadi, Asisten Eksekutif, atau Sekretaris
•	Lokasi Kerja: Jakarta Dan Medan.
•	Jam Kerja: mengikuti pimpinan

Tunjangan :
•	Tunjangan Tempat Tinggal Jika Bukan Berdomisili Di Jabodetabek.
•	Tunjangan Akomodasi Terkait Perjalanan
•	Asuransi kesehatan komprehensif untuk karyawan dan keluarga","['Capabilities', 'Fields', 'Accounting', 'Finance', 'Tax', 'Excel', 'Data', 'Ability', 'Office Applications', 'Microsoft Office', 'Multitasking Capabilities', 'Pressure', 'Boss']",https://www.loker.id/administrasi/asisten-pribadi/personal-assistant-direktur-utama-pt-wellma-konsultan-indonesia-medan.html
