Title,Institution,Type,Duration,Rating,Skills,Description,Link,Category,Subcategory,tokens,embedding
Cloud Computing Primer: Software as a Service (SaaS),Codio,Course,1 - 4 Weeks,4.6,"Infrastructure As A Service (IaaS), Software As A Service, Cloud Computing, Cloud Computing Architecture, Scalability, Cloud Services, Platform As A Service (PaaS), Growth Strategies, Public Cloud, Product Demonstration, Business Software, Service Level, Cloud Solutions, Collaborative Software, Cloud Applications, Service Level Agreement",This course is part of Cloud Computing Primer for Semi-tech and Business Learners Specialization,https://www.coursera.org/learn/codio-cloud-computing-primer-semi-tech-business-software-as-a-service-saas,Information Technology,Cloud Computing,"['software as a service', 'cloud computing', 'cloud computing architecture', 'scalability', 'cloud services', 'growth strategies', 'public cloud', 'product demonstration', 'business software', 'service level', 'cloud solutions', 'collaborative software', 'cloud applications', 'service level agreement']","-0.012307302,0.046495594,0.0184255,0.0127877835,0.004852803,-0.07311491,0.012287552,0.0842281,-0.024574013,-0.0035101338,-0.019512247,-0.060718555,-0.009231105,0.018732583,-0.002144394,-0.041332785,0.02866671,-0.03454454,-0.009704686,-0.0830579,0.03184581,0.0024657995,0.032160845,-0.040137503,-0.019298544,-0.006710182,-0.029295353,-0.037037153,-0.05074858,-0.005466656,0.034704078,0.0010583181,-0.0039236206,-0.04703939,-0.011249669,0.024192985,0.013296974,-0.02642697,-0.015940819,-0.08007224,-0.0010288652,-0.036987167,-4.296557e-05,-0.01766548,0.033411406,-0.02967057,-0.036124986,-0.0032097602,0.024405489,0.042013012,-0.008005912,-0.030229064,-0.026154814,0.0018250451,-0.0065752366,0.021606818,0.022323934,0.0039114044,-0.03597316,0.02009276,-0.0029858272,0.032416288,-0.023860471,-0.004495065,-0.052400194,0.04716689,0.025311355,0.026894609,-0.05517056,0.045767806,-0.01762709,0.008631676,0.041785706,-0.030215576,0.019888638,0.022233797,-0.00024869546,0.00091025844,-0.019204553,0.021469032,-0.025318522,-0.015504562,-0.022609854,0.05451535,0.003752645,-0.009450841,0.0070036026,0.058970604,0.045391463,0.018292978,0.035789214,0.004499384,0.005798985,-0.0049192808,0.053121477,0.047685646,0.02026772,-0.05106688,0.025560217,0.016318174"
Introduction to CSS3,Johns Hopkins University,Course,1 - 4 Weeks,4.5,"Browser Compatibility, Bootstrap (Front-End Framework), Front-End Web Development, Web Design, Javascript, Cascading Style Sheets (CSS), HTML and CSS, Responsive Web Design","This course is part of HTML, CSS, and Javascript for Web Developers Specialization",https://www.coursera.org/learn/introduction-to-css3-jhu,Computer Science,Mobile and Web Development,"['browser compatibility', 'front-end web development', 'web design', 'javascript', 'html and css', 'responsive web design']","-0.026327146,0.07146288,0.030316701,0.01453714,0.022290066,-0.123274036,0.016142467,0.14564575,-0.042965766,-0.011962596,-0.03305962,-0.09200391,-0.008702398,0.034677893,0.010140211,-0.06433513,0.042958405,-0.04407231,-0.012424656,-0.13741316,0.049192395,0.0033605255,0.04684856,-0.0697198,-0.024099693,-0.020437665,-0.044464376,-0.05901565,-0.09056422,-0.025256468,0.050169226,0.0035898068,-0.0013035899,-0.07924036,-0.023727113,0.036515426,0.016803958,-0.036798637,-0.030770188,-0.12424933,0.0073802546,-0.062840916,-0.0033735882,-0.030310951,0.051417585,-0.03245758,-0.070336744,-0.012192711,0.03548496,0.07509437,-0.0046597514,-0.052071337,-0.035947915,0.0014365842,-0.008854398,0.035896793,0.032143027,0.014254228,-0.06360679,0.045308825,0.0002083135,0.053809877,-0.042515267,-0.011186596,-0.076337546,0.077307336,0.04784304,0.046900272,-0.10038206,0.08581525,-0.023569072,0.0027349936,0.06800365,-0.05961148,0.031748995,0.032846592,0.006784486,0.0034550673,-0.029128507,0.041641712,-0.039391354,-0.021513155,-0.040702242,0.08968142,-0.005383458,-0.012361352,0.004764153,0.09419614,0.071468,0.015899964,0.0689451,0.0068948767,0.017337132,-0.0023540335,0.090771295,0.08258468,0.028066972,-0.08589413,0.041249473,0.030696072"
Graphic Design,Adobe,Course,1 - 4 Weeks,4.6,"Adobe Creative Cloud, Generative AI, Logo Design, Design Elements And Principles, Design, Graphic and Visual Design Software, Creativity, Graphic Design, Color Theory, Typography, Adobe Illustrator, Digital Design, Graphic and Visual Design",This course is part of Adobe Graphic Designer Professional Certificate,https://www.coursera.org/learn/adobe-graphic-design,Computer Science,Design and Product,"['adobe creative cloud', 'generative ai', 'logo design', 'design elements and principles', 'design', 'graphic and visual design software', 'creativity', 'graphic design', 'color theory', 'typography', 'adobe illustrator', 'digital design', 'graphic and visual design']","-0.00806299,0.057797235,0.020277757,0.018865375,0.012773578,-0.08894903,0.006679039,0.10430009,-0.02980724,-0.007042158,-0.022002276,-0.065627046,-0.0062138312,0.03028923,-0.00571622,-0.050174072,0.039369546,-0.03842101,-0.008178675,-0.0992748,0.036528844,-0.00046135022,0.0369992,-0.048085548,-0.024443133,-0.0116946595,-0.03521467,-0.039403815,-0.061200798,-0.007400796,0.03756509,0.0019793096,-0.008185541,-0.0636991,-0.016536357,0.025070472,0.016813459,-0.03127154,-0.020882048,-0.092694946,0.00096355035,-0.04604129,0.0011781828,-0.021266788,0.04158714,-0.029268501,-0.05404067,-0.0065999334,0.032509677,0.051011384,-0.0069779255,-0.037316337,-0.029500524,-0.00086114224,-0.006154582,0.024091562,0.025331166,0.016517442,-0.043867633,0.026883194,-0.0034368457,0.035583038,-0.027438553,-0.0028733185,-0.06401031,0.055777047,0.0323656,0.031238528,-0.07077615,0.054625247,-0.01740677,0.009090849,0.045769162,-0.04233287,0.023335047,0.024533896,0.006310343,0.003461659,-0.021013886,0.026476553,-0.03516518,-0.01980721,-0.025990516,0.06876602,0.002727402,-0.008928752,0.006454549,0.06875699,0.05379487,0.018610556,0.04336308,0.005309947,0.00734107,-0.0020544233,0.064436436,0.055325843,0.02341508,-0.06294512,0.028996471,0.026598094"
Business & Technology,Illinois Tech,Specialization,3 - 6 Months,4.8,"Machine Learning, Change Management, Entrepreneurship, Generative AI, Artificial Intelligence and Machine Learning (AI/ML), Product Lifecycle Management, Organizational Structure, Design Thinking, Culture Transformation, Strategic Leadership, Organizational Leadership, Strategic Planning","Mastering Technology-Driven Business Innovation. Master AI, tech ventures, marketing, and change leadership to drive business transformation.",https://www.coursera.org/specializations/business-technology,Business,Leadership and Management,"['machine learning', 'change management', 'entrepreneurship', 'generative ai', 'product lifecycle management', 'organizational structure', 'design thinking', 'culture transformation', 'strategic leadership', 'organizational leadership', 'strategic planning']","-0.015456837,0.063158505,0.02314017,0.02237982,0.006644748,-0.09792823,0.012841976,0.113977075,-0.033812966,-0.011058547,-0.026615353,-0.07661626,-0.009199714,0.023907878,-0.0017576005,-0.055096995,0.04334687,-0.041985247,-0.0067220004,-0.108004615,0.037516575,0.0018917844,0.04206902,-0.052402187,-0.02635516,-0.011816775,-0.03682424,-0.04295682,-0.06896475,-0.011944407,0.038414177,0.0005744116,-0.0065178946,-0.06339953,-0.019008843,0.028864088,0.016305543,-0.03919032,-0.022636792,-0.100239225,0.0039052814,-0.04658942,0.00019197044,-0.020474976,0.044886496,-0.03380458,-0.057318363,-0.008637721,0.037014205,0.05576195,-0.012563143,-0.039555687,-0.030025832,0.0008455601,-0.010177313,0.023861049,0.02554983,0.008853303,-0.051084805,0.027216798,-0.003687101,0.04558806,-0.030944437,-0.008114766,-0.07014136,0.061036147,0.032615248,0.034470286,-0.075017326,0.054366805,-0.020678641,0.010782645,0.057487678,-0.04323746,0.027878165,0.033076648,0.0011003615,0.0047684815,-0.025003897,0.026153775,-0.036173496,-0.018074345,-0.030538775,0.07763842,0.0037602866,-0.013009199,0.009893303,0.072734006,0.061854016,0.020230822,0.046804607,0.006289773,0.006883365,-0.006609796,0.073805355,0.06276316,0.02452762,-0.06726617,0.031882368,0.027798725"
Economics and Policies of Climate Change,EDHEC Business School,Course,1 - 3 Months,4.6,"Cost Benefit Analysis, Behavioral Economics, Environmental Regulations, Mathematical Modeling, Financial Trading, Environmental Issue, Policy Analysis, Tax, Environmental Policy, Economics, Market Analysis",This course is part of Climate Change and Sustainable Investing Specialization,https://www.coursera.org/learn/economics-and-policies-of-climate-change,Social Sciences,Economics,"['cost benefit analysis', 'behavioral economics', 'environmental regulations', 'mathematical modeling', 'financial trading', 'environmental issue', 'policy analysis', 'tax', 'environmental policy', 'economics', 'market analysis']","-0.008239452,0.026944108,0.0096199475,0.008099011,0.00433988,-0.041973304,0.006478941,0.044899825,-0.010295304,-0.0033548006,-0.013538745,-0.03132395,-0.0035244443,0.014128142,-0.0024029661,-0.027355345,0.019253181,-0.018537365,-0.0015623983,-0.04597231,0.01809247,-0.0026093482,0.017180758,-0.017435415,-0.0102730505,-0.0042780014,-0.015639292,-0.020649709,-0.024852043,-0.005024257,0.015471199,0.0016307187,-0.0024645848,-0.026219077,-0.0045788544,0.009539307,0.008441784,-0.014917785,-0.007979712,-0.039502773,-0.0022203913,-0.021271795,0.0015005782,-0.011245721,0.016812885,-0.0143631995,-0.023289768,-0.005809116,0.015456709,0.023508834,-0.006214084,-0.016471433,-0.011642605,0.004291557,-0.0059406743,0.010904259,0.013699561,0.0024821411,-0.019917391,0.0125620635,-0.0017893731,0.015188236,-0.01164284,-0.0028330202,-0.02707578,0.022865655,0.016931089,0.017517447,-0.029302277,0.02145738,-0.0089626005,0.0026964857,0.026612245,-0.017425306,0.010774698,0.0159119,0.001292367,0.006117967,-0.009002524,0.0118737435,-0.020474559,-0.010136095,-0.009239489,0.03236106,0.0026469568,-0.007677506,0.0025162469,0.027390815,0.02469365,0.008784092,0.017831558,0.0026505908,0.001131235,-0.004046269,0.028285533,0.022798156,0.009816285,-0.03187585,0.01218639,0.010283997"
Healthcare Entrepreneurship: Taking Ideas to Market,Imperial College London,Course,1 - 4 Weeks,4.7,"Fundraising, Intellectual Property, Entrepreneurship, Public Speaking, Healthcare Industry Knowledge, Market Analysis, Organizational Strategy, New Product Development, Grant Applications, Presentations, Public Health, Innovation",This course is part of Global Health Innovations Specialization,https://www.coursera.org/learn/ghi-healthcare-entrepreneurship-taking-ideas-to-market,Health,Public Health,"['fundraising', 'intellectual property', 'entrepreneurship', 'public speaking', 'healthcare industry knowledge', 'market analysis', 'organizational strategy', 'new product development', 'grant applications', 'presentations', 'public health', 'innovation']","-0.012048021,0.060530882,0.021483608,0.022894925,0.009409849,-0.09284382,0.009523607,0.11652539,-0.031594276,-0.009431378,-0.027226599,-0.07350587,-0.008251978,0.029956892,-0.007168833,-0.05418996,0.04190423,-0.042117927,-0.0071003423,-0.105777085,0.042209834,-0.00010142606,0.03993225,-0.048973724,-0.026945591,-0.01408619,-0.035464324,-0.041411843,-0.066953264,-0.0099015,0.040569495,-0.0009670886,-0.0074791894,-0.06716444,-0.017904622,0.023209304,0.018844824,-0.030914443,-0.024320697,-0.102609314,-4.6626566e-05,-0.044110864,0.0015926022,-0.022874525,0.04328537,-0.03520286,-0.05684961,-0.007428179,0.034167882,0.058574125,-0.010848871,-0.04207565,-0.027084088,0.0020631019,-0.0073629245,0.027051136,0.029370224,0.01094121,-0.051531475,0.024771137,-0.00086442375,0.045384277,-0.03205965,-0.008506648,-0.07179596,0.06387398,0.037771117,0.032039348,-0.074368455,0.053268243,-0.020450225,0.008380723,0.056835208,-0.0446603,0.03097827,0.031026522,-3.4046516e-05,0.0057246913,-0.022060797,0.029865755,-0.039534833,-0.015452047,-0.030424466,0.07499045,0.0023610608,-0.008957504,0.0063118637,0.07017676,0.061961364,0.02072088,0.046190795,0.0019986425,0.009544369,-0.005286733,0.07192658,0.0593805,0.026251815,-0.06748379,0.03151515,0.030362884"
Publishing Visualizations in R with Shiny and flexdashboard,Johns Hopkins University,Course,1 - 4 Weeks,4.9,"User Interface (UI), Web Applications, Application Deployment, Interactive Data Visualization, Application Development, Shiny (R Package), Ggplot2, Dashboard, UI Components, Data Visualization Software, Data Presentation",This course is part of Data Visualization & Dashboarding with R Specialization,https://www.coursera.org/learn/data-viz-shiny-dashboards,Data Science,Data Analysis,"['web applications', 'application deployment', 'interactive data visualization', 'application development', 'dashboard', 'ui components', 'data visualization software', 'data presentation']","-0.022771915,0.09678112,0.031354375,0.024347117,0.017402748,-0.15714632,0.014471345,0.18601549,-0.050612386,-0.015172661,-0.03756919,-0.11487626,-0.018936573,0.049405918,0.0009769569,-0.08261125,0.063408345,-0.06480055,-0.007592182,-0.1729178,0.061213657,0.0022198583,0.060200796,-0.08576868,-0.03485422,-0.01965829,-0.053177763,-0.07896168,-0.10372843,-0.015978366,0.061682303,0.006706286,-0.01006717,-0.10270825,-0.026838098,0.041289788,0.022806322,-0.06015356,-0.035147898,-0.16503581,0.0054414547,-0.076001525,-0.0009305021,-0.031056404,0.06983528,-0.052968226,-0.0852829,-0.015562939,0.050804097,0.0903199,-0.0089808805,-0.062294483,-0.05119597,0.006307165,-0.010593908,0.041426167,0.04579399,0.015424629,-0.080409884,0.046656743,-0.004809011,0.06998335,-0.049598478,-0.017284041,-0.10441243,0.09338202,0.057868876,0.058418095,-0.12176703,0.10147508,-0.029483793,0.008493173,0.08298242,-0.069087565,0.043775022,0.043867752,0.004358998,0.007933165,-0.03987087,0.042591706,-0.056717236,-0.030563142,-0.04450601,0.11145994,0.008992087,-0.016753124,0.014099682,0.12679268,0.0990563,0.030786265,0.079382814,0.012417602,0.012371564,-0.0063440427,0.11520596,0.09772488,0.03988716,-0.10681776,0.05236471,0.04316815"
Advanced Network Security,LearnQuest,Specialization,1 - 3 Months,4.3,"Network Monitoring, Intrusion Detection and Prevention, Threat Detection, Network Security, Computer Security Incident Management, Cybersecurity, Disaster Recovery, Security Management, Cyber Threat Hunting, Security Strategy, Threat Management, Security Controls",Learn advanced network security techniques. Gain an understanding of advanced security tools and systems to design secure networks,https://www.coursera.org/specializations/advanced-network-security,Computer Science,Computer Security and Networks,"['network monitoring', 'intrusion detection and prevention', 'threat detection', 'network security', 'computer security incident management', 'cybersecurity', 'disaster recovery', 'security management', 'cyber threat hunting', 'security strategy', 'threat management', 'security controls']","-0.02145238,0.08657091,0.027216204,0.022744877,0.004839181,-0.13619454,0.011194178,0.16025521,-0.046020295,-0.0120786615,-0.029624552,-0.11023768,-0.014269617,0.03254438,-0.007936825,-0.07562832,0.05315206,-0.05921629,-0.015008462,-0.13730384,0.05056006,-1.3796826e-05,0.061135586,-0.06736862,-0.035525095,-0.013264918,-0.05174017,-0.068645366,-0.078933105,-0.010000685,0.057750944,0.0002065283,-0.009354212,-0.08510671,-0.026448706,0.050037865,0.032249447,-0.048025336,-0.031124378,-0.14348444,0.0046746344,-0.064758785,0.0019693915,-0.031635333,0.053004336,-0.052801818,-0.074091405,-0.010999556,0.049821753,0.06596366,-0.012273931,-0.053114597,-0.037678882,0.00041401773,-0.018607242,0.03337975,0.045766696,0.0070028733,-0.06688992,0.04591578,-0.003058631,0.056367427,-0.038921885,-0.008410516,-0.09041468,0.08225768,0.04478124,0.04630698,-0.10774749,0.07899742,-0.029140785,0.01614111,0.07561422,-0.055723596,0.041017916,0.037897263,-0.0017686457,0.003698501,-0.039549228,0.03953782,-0.048907947,-0.024321953,-0.034790322,0.09836158,-0.00038046204,-0.01389596,0.009643333,0.09956127,0.08279611,0.03447457,0.073851906,0.0130984625,0.014477876,-0.002418116,0.10225742,0.086229555,0.029908283,-0.08707425,0.050743338,0.03345844"
Design and Implementation of Digital Health Interventions,Imperial College London,Course,1 - 4 Weeks,4.6,"User Centered Design, Healthcare Ethics, Health Technology, Health Care Procedure and Regulation, Interoperability, Medical Privacy, Health Informatics, Data Security, Agile Methodology, Technology Strategies, Digital Transformation, Technology Solutions",This course is part of Digital Health Specialization,https://www.coursera.org/learn/digital-health-design-implementation,Health,Animal Health,"['user centered design', 'healthcare ethics', 'health technology', 'health care procedure and regulation', 'interoperability', 'medical privacy', 'health informatics', 'data security', 'agile methodology', 'technology strategies', 'digital transformation', 'technology solutions']","-0.012128039,0.04711393,0.018525254,0.013518478,0.007244728,-0.073883876,0.0060584745,0.08680097,-0.026229357,-0.0065367906,-0.020197047,-0.06031668,-0.010798209,0.022403257,-0.004601573,-0.04027028,0.032429818,-0.030477477,-0.0047157314,-0.07938527,0.029061312,0.00075087306,0.031561356,-0.040416125,-0.020977423,-0.00551034,-0.028412474,-0.033400547,-0.049035,-0.01138055,0.03058572,0.00011221428,-0.0034548712,-0.044354692,-0.012047618,0.022492072,0.016096575,-0.025289143,-0.017147956,-0.07568563,0.00024547006,-0.035290767,-0.0028982293,-0.015365928,0.02769168,-0.025765957,-0.041083228,-0.005253582,0.027746612,0.041794255,-0.0031362977,-0.028971165,-0.021197481,0.0017089645,-0.004737875,0.022839574,0.023186395,0.006677835,-0.036415745,0.018283138,-0.0036829726,0.03108087,-0.024650535,-0.006992539,-0.04917072,0.04594363,0.02688752,0.02591843,-0.057946417,0.04327881,-0.015886713,0.007209562,0.041355304,-0.03154136,0.021888861,0.024362532,0.0013461682,0.004501267,-0.019901177,0.020206913,-0.02777058,-0.015991723,-0.022151738,0.058500394,0.0020849395,-0.00845723,0.0057334495,0.054563146,0.04927115,0.019676516,0.03622338,0.0031842692,0.0063131787,-0.0065154172,0.05430585,0.047990184,0.021203816,-0.050515074,0.02754538,0.02341628"
Build Your Own iOS App,University of Toronto,Course,1 - 3 Months,3.2,"User Interface (UI) Design, Swift Programming, Application Development, Mobile Development, Animations, Apple iOS, Image Analysis, Computer Vision",This course is part of iOS App Development with Swift Specialization,https://www.coursera.org/learn/build-app,Computer Science,Mobile and Web Development,"['swift programming', 'application development', 'mobile development', 'animations', 'apple ios', 'image analysis', 'computer vision']","-0.013835236,0.0471676,0.016803091,0.010937823,0.010353832,-0.079542935,0.0033795082,0.09465472,-0.021921348,-0.01033314,-0.018081458,-0.05929002,-0.004799345,0.024962872,-0.000104626044,-0.041074652,0.028218685,-0.032664582,-0.0023817963,-0.09105377,0.03352492,0.0021772922,0.029911682,-0.043833923,-0.017560065,-0.0152646005,-0.029925495,-0.034997042,-0.05379275,-0.0099985255,0.031029334,0.005967978,-0.0070341676,-0.048167683,-0.013516261,0.019529864,0.013052591,-0.028431911,-0.019010918,-0.076755725,0.0014404015,-0.04110739,-0.00085832406,-0.02126875,0.033242546,-0.023636784,-0.0388187,-0.0063430513,0.027935686,0.0481019,-0.0012184446,-0.032998513,-0.029643934,-0.0013787631,0.0004367084,0.022384329,0.0216041,0.013639496,-0.039777692,0.024385137,-0.003760003,0.037253466,-0.025295332,-0.008163737,-0.056099687,0.04578174,0.029965235,0.02976662,-0.06114952,0.047744073,-0.016709331,0.0015610758,0.04347276,-0.039411914,0.024215456,0.017520329,0.0048229047,-0.00080241315,-0.022808066,0.02614768,-0.029068548,-0.01592956,-0.01954702,0.059057053,0.004245091,-0.0066233114,0.0043328307,0.06405001,0.052065186,0.019631589,0.039392937,0.008611533,0.0041267136,-0.0025785507,0.05565169,0.053677123,0.019945104,-0.055142798,0.024256142,0.023699937"
AI Essentials,Intel,Course,1 - 4 Weeks,4.1,"Artificial Intelligence and Machine Learning (AI/ML), Deep Learning, Artificial Intelligence, B2B Sales, Data Analysis, Generative AI, Machine Learning, Automation",This course is part of IntelÂ® AI Fundamentals Specialization,https://www.coursera.org/learn/ai-essentials,Information Technology,Cloud Computing,"['deep learning', 'artificial intelligence', 'data analysis', 'generative ai', 'machine learning', 'automation']","-0.030197313,0.13464859,0.048815135,0.04429253,0.017000161,-0.21457511,0.019187251,0.24298103,-0.0722348,-0.024058348,-0.0537912,-0.15929742,-0.021650406,0.05558883,-0.0047388966,-0.11259695,0.094525464,-0.092002206,-0.009793804,-0.23124416,0.0837454,0.011523305,0.08976495,-0.11342367,-0.04915156,-0.019593744,-0.08381853,-0.093896985,-0.14415382,-0.016740965,0.0837994,0.0051674433,-0.013356215,-0.14108445,-0.041220967,0.06431639,0.034250908,-0.07928874,-0.04670721,-0.21995808,0.0050682332,-0.10435534,-9.758802e-05,-0.047832657,0.09698228,-0.07659064,-0.12145313,-0.018533163,0.08059748,0.118406415,-0.020443404,-0.083016105,-0.0667954,0.0054132226,-0.017285874,0.057757657,0.057888713,0.025422126,-0.10333267,0.06343035,-0.0062227193,0.0990335,-0.06355422,-0.012553307,-0.14440843,0.13219436,0.07511773,0.077430606,-0.16154982,0.12716158,-0.0467543,0.02240553,0.11484605,-0.09595928,0.06391213,0.062984966,0.0020300436,0.009003914,-0.048499003,0.059580866,-0.07489818,-0.045353677,-0.059938688,0.16334225,0.010464552,-0.025221588,0.020372732,0.1646936,0.13886678,0.044566426,0.10332781,0.022372335,0.014592607,-0.0064406856,0.15711178,0.12713414,0.051262137,-0.14299583,0.06961424,0.061714273"
Programmatic Advertising,University of Colorado Boulder,Course,1 - 3 Months,4.6,"Digital Advertising, Google Ads, Marketing Communications, Contextual Advertising, Business Ethics, Paid media, Advertising, Advertising Campaigns, Digital Media Strategy, Media Planning, Content Strategy, Target Audience, Online Advertising","This course is part of Concepts, Strategies, and Analytics in Performance Marketing and Digital Advertising Specialization",https://www.coursera.org/learn/programmatic-advertising,Business,Marketing,"['digital advertising', 'google ads', 'marketing communications', 'contextual advertising', 'business ethics', 'paid media', 'advertising', 'advertising campaigns', 'digital media strategy', 'media planning', 'content strategy', 'target audience', 'online advertising']","-0.0081353765,0.04125611,0.01324448,0.010641174,0.009868439,-0.06463434,0.0068526114,0.07972685,-0.020971071,-0.0039261286,-0.017739628,-0.047127385,-0.00701869,0.017400037,-0.003628015,-0.035654146,0.028749796,-0.027256442,-0.003922222,-0.07169204,0.024470542,-0.002689976,0.028361104,-0.0303797,-0.016329365,-0.0061062803,-0.0195361,-0.026384763,-0.04377618,-0.004421882,0.025139349,0.0017439884,-0.0044228034,-0.04384295,-0.011415147,0.02053794,0.010553112,-0.02389012,-0.012649622,-0.068724684,0.0010853135,-0.029678674,0.0024805604,-0.0149997715,0.029113842,-0.021513194,-0.036594428,-0.005430884,0.020393956,0.03548238,-0.00865522,-0.025747698,-0.024798444,0.0024454584,-0.0048470264,0.0156537,0.019035373,0.009041273,-0.03073283,0.016635114,-0.0022879853,0.0274901,-0.017914671,-0.0040903254,-0.045016114,0.04052215,0.028443944,0.020574214,-0.052080218,0.03505257,-0.018468656,0.0024362379,0.03284706,-0.0285541,0.016378412,0.018545862,-0.003497943,0.006595001,-0.014480502,0.018867318,-0.026185121,-0.013076438,-0.014522885,0.05378405,0.002552481,-0.0044301567,0.0038909854,0.0492508,0.04052184,0.012324747,0.03072435,0.0041941386,0.0041953726,-0.0064912494,0.04821184,0.03743735,0.016459126,-0.044701103,0.020703513,0.018686801"
Managing Uncertainty in Marketing Analytics,Emory University,Course,1 - 4 Weeks,4.3,"Probability Distribution, Statistics, Insurance and Warranty Claims Processing, Probability, Microsoft Excel, Forecasting, Statistical Modeling, Marketing Analytics, Simulation and Simulation Software, Risk Analysis, Decision Making",This course is part of Foundations of Marketing Analytics Specialization,https://www.coursera.org/learn/uncertainty-marketing-decisions,Business,Marketing,"['probability distribution', 'statistics', 'insurance and warranty claims processing', 'probability', 'microsoft excel', 'forecasting', 'statistical modeling', 'marketing analytics', 'simulation and simulation software', 'risk analysis', 'decision making']","-0.009813852,0.04369605,0.013646989,0.009889775,0.0072695655,-0.063593626,0.005781224,0.07597085,-0.019663004,-0.0023538477,-0.017604953,-0.049989365,-0.006922859,0.02122505,0.0010385307,-0.0338743,0.029939137,-0.024855256,-0.0036997495,-0.0688479,0.023567205,-0.0003081414,0.028014814,-0.027420364,-0.017892513,-0.0059152935,-0.024706073,-0.031180512,-0.04312793,-0.0043386067,0.027315294,0.00061789464,-0.0063786376,-0.04493893,-0.008884038,0.019297212,0.011729204,-0.018983416,-0.013184112,-0.06720143,-0.00021719112,-0.026851477,0.0021671539,-0.01521228,0.024809288,-0.018673236,-0.03940481,-0.0071781273,0.022907775,0.036288068,-0.010253893,-0.023720628,-0.021828445,0.002654942,-0.006139992,0.01677324,0.016619777,0.005614842,-0.029268753,0.017041443,-0.0022187678,0.030425142,-0.023259062,-0.0065014004,-0.042276967,0.038457707,0.027087206,0.024433933,-0.05003629,0.037976153,-0.011356568,0.005146183,0.032477237,-0.030311154,0.018024277,0.022907756,-0.0018216268,0.0042822496,-0.017319588,0.020165728,-0.022565844,-0.01277062,-0.017771898,0.049193982,-0.0007439349,-0.007878928,0.008134917,0.04630077,0.03806822,0.011157765,0.032258324,0.002869217,0.003382712,-0.0053315987,0.046735536,0.039032135,0.017824812,-0.041249055,0.020366546,0.019223938"
SAP Technology Consultant Hands-on Project,SAP,Course,1 - 3 Months,4.6,"Requirements Analysis, Project Documentation, Business Transformation, Project Closure, Project Implementation, Technology Solutions, Technical Consulting, Solution Design, Project Management, Benchmarking, Business Requirements, SAP Applications, Customer Analysis, Peer Review, Stakeholder Management, Customer Engagement, Test Planning",This course is part of SAP Technology Consultant  Professional Certificate,https://www.coursera.org/learn/sap-technology-consultant-hands-on-project,Business,Leadership and Management,"['requirements analysis', 'project documentation', 'business transformation', 'project closure', 'project implementation', 'technology solutions', 'technical consulting', 'solution design', 'project management', 'benchmarking', 'business requirements', 'sap applications', 'customer analysis', 'peer review', 'stakeholder management', 'customer engagement', 'test planning']","-0.007200472,0.028752051,0.012515684,0.0079340525,0.0058364123,-0.04643072,0.004313382,0.0562364,-0.01742442,-0.007694128,-0.011916377,-0.03703378,-0.0034295968,0.0136229135,-0.0022808225,-0.025880123,0.019678677,-0.018958269,-0.0036686219,-0.051985938,0.01980733,-6.5446955e-05,0.018959379,-0.024480304,-0.014159159,-0.0051068137,-0.017476182,-0.019949019,-0.032101877,-0.005246651,0.01770268,0.0015970706,-0.004403611,-0.02950289,-0.0054851025,0.012066479,0.0075326385,-0.015380154,-0.010339183,-0.0484618,0.0001335271,-0.021505965,3.2864526e-05,-0.012164843,0.020868655,-0.016712416,-0.026068604,-0.0039809467,0.016680371,0.027508415,-0.005598925,-0.018659584,-0.014484452,0.0015097527,-0.0025503046,0.014889397,0.012880756,0.0050348584,-0.021534512,0.009480855,-0.003273886,0.018575862,-0.013656525,-0.0038360278,-0.033302456,0.029026093,0.016779937,0.015866058,-0.034294855,0.027677411,-0.00928618,0.0034076916,0.02637444,-0.021269724,0.011530848,0.015825335,0.0019124172,0.0018509931,-0.010139297,0.016792852,-0.018098649,-0.006206133,-0.013974781,0.03836856,0.0027671584,-0.0036758478,0.0035252639,0.035477724,0.028627668,0.008989754,0.021545433,0.0012344507,0.00363479,-0.0024143106,0.0330735,0.028121525,0.012045926,-0.03082658,0.016591612,0.015595503"
